,Common_growth_component_median,Recession_prob_filtered_median,Common_growth_component_mean,Recession_prob_filtered_mean
1967-04-30,0.04227966814847513,0.0053691044987484015,0.0433809424997387,0.025008669525039905
1967-05-31,-0.808141097327104,0.016817604347276742,-0.8070619433935868,0.04723641451683436
1967-06-30,0.42729774478011096,0.0011353464703090107,0.42600867360755235,0.005644105332455298
1967-07-31,-0.04983164461936921,0.0021331254949181434,-0.04734231414377877,0.006589302670555502
1967-08-31,1.367939564975526,6.423805465901998e-05,1.3684603305518874,0.00028863039709573683
1967-09-30,-0.29817059477422625,0.004600910985428026,-0.2979234862382801,0.012118209497918279
1967-10-31,-0.11023581358126323,0.0025126321692504508,-0.10912032000102914,0.007249313746767132
1967-11-30,1.922410649520958,1.7777123114101544e-05,1.921963651192439,9.431583676699564e-05
1967-12-31,0.8531793321157333,0.0003209209670351814,0.8535183124955822,0.0009827519647089681
1968-01-31,-1.0275837222755264,0.02365588224636814,-1.0319674682033853,0.05325577960366947
1968-02-29,1.393533367101258,0.00015390983628757183,1.3936739292881222,0.0007111816462609084
1968-03-31,0.22162206837834125,0.00131970398146764,0.22039823360224292,0.003750862071167628
1968-04-30,-0.37358134702994694,0.004217983057807353,-0.371368984345846,0.011073606475462754
1968-05-31,0.8113918811862888,0.000270054570208923,0.8089069671960382,0.0010090202794080076
1968-06-30,0.44998303141265694,0.0005854772921134152,0.45292825709383133,0.0017821192295005613
1968-07-31,0.3529036761464376,0.000707139992149328,0.3498992166820243,0.0020484256951292246
1968-08-31,0.3259757657354232,0.000740213725533578,0.32553358936022075,0.002167579881918184
1968-09-30,0.06529578972770718,0.001364220718233221,0.06746548193674798,0.0039073409383748965
1968-10-31,0.07073715304796063,0.0013643984352145438,0.06569021874806291,0.003931663668585321
1968-11-30,0.7468104712663548,0.0002606762820779718,0.7485006792899205,0.0008907993526554632
1968-12-31,0.5397194782697823,0.0004626241045824471,0.5390097269258405,0.0014104768451492038
1969-01-31,0.9676025838414314,0.00015350640298114181,0.9653812315654601,0.0005252552099327037
1969-02-28,0.5797221706494763,0.0004435214028283668,0.5805366403049926,0.001370074425210634
1969-03-31,0.3673598438746692,0.0006873704586625835,0.3671375804665342,0.002104620853864908
1969-04-30,-0.03021921258872864,0.0017677275660447401,-0.02963068993361875,0.0049185726993164775
1969-05-31,0.0986045118401172,0.0012676650594917946,0.09676133768284037,0.0037276079392572223
1969-06-30,0.027840833523209305,0.0014996285323146939,0.030330913356313008,0.004394197874848023
1969-07-31,0.6690484153337171,0.0003181071746842852,0.6722816765810847,0.0010527843423343362
1969-08-31,0.09863737403438906,0.0013582079786089696,0.0976089116252462,0.0039001429650172103
1969-09-30,-0.3203363328485498,0.0035077679652597404,-0.32141716046839053,0.00965134151856114
1969-10-31,-0.06107737973372935,0.0019863469380164735,-0.06104503390640953,0.006249850255568142
1969-11-30,-1.2736549597816196,0.034990892727317285,-1.2835187944435065,0.07863950224496506
1969-12-31,-0.08744344628404141,0.004705678949380724,-0.09139523453394677,0.021969529022009368
1970-01-31,-1.782879270294539,0.13205711088343414,-1.7907280528325038,0.22021675315165123
1970-02-28,-0.2989833049890177,0.018516347496076037,-0.3089148507334842,0.07884451636618423
1970-03-31,-0.18883781529255783,0.005894729198084251,-0.19382214242075665,0.042798824855826985
1970-04-30,-1.3271556786849141,0.05197748790925568,-1.350801933929254,0.14967811105284928
1970-05-31,-1.1925039445010626,0.06700141072241204,-1.2046331234842464,0.20074462301008167
1970-06-30,-1.1361877183847822,0.077459418449739,-1.1482902523213898,0.23271909484114606
1970-07-31,-0.38313437944720025,0.017976210572857955,-0.40347842405720025,0.14213916486871891
1970-08-31,-0.8931250140912095,0.033499653608755675,-0.9028424504047993,0.17087318809926427
1970-09-30,-1.7863812066586386,0.2609378934391092,-1.7900597702060947,0.36803211603716585
1970-10-31,-3.0214075373654232,0.9437574888643641,-3.014130602344473,0.820336766288937
1970-11-30,-1.3839785508200064,0.7471835258967048,-1.3988452831276244,0.647058349224948
1970-12-31,2.283000825426557,0.0005412355940057026,2.2866787280316383,0.0030210274051597264
1971-01-31,0.7013926960343879,0.0006574323460369208,0.7017710445077858,0.0022035511620357114
