,forecast_expected_returns,forecast_variance,filtered_expected_returns,lower_q,upper_q,CMA
1954-02-28,8.206531759832272,0.30972375667016344,8.37524138776984,7.783120781382863,8.864266556800045,14.829600000000001
1954-03-31,7.506104808805102,0.2144786898153865,7.786142663978475,6.83682777980591,8.59575710179015,15.39764705882353
1954-04-30,8.06356271430228,0.23867354841193766,8.488340013092431,7.4479701501756,9.364877822399027,16.086923076923078
1954-05-31,6.201721312047886,0.09168349042080491,6.061175215109836,4.443514494800857,7.518812662724418,16.483018867924528
1954-06-30,5.102893482614285,0.03427584914749046,5.00992879128806,3.18511246452719,6.681535254511553,16.415555555555557
1954-07-31,5.039366195136558,0.03157565444189935,4.539796860641561,2.445628221167863,6.496559023281892,17.20581818181818
1954-08-31,4.49794930466463,0.025185103650396792,4.7735178422530655,2.8482666170415434,6.522086262042034,16.397142857142857
1954-09-30,4.649675566630605,0.01279073101432201,3.8824177353649203,1.5526874575859297,6.067671776302998,17.454736842105266
1954-10-31,3.7747317192973404,0.0029036332077520904,4.045235599278637,1.8351755955155775,6.069943836924688,16.808275862068967
1954-11-30,4.128842234125456,0.0016986450592493287,2.8644687680322853,0.08340189314433359,5.529705577872364,18.431186440677966
1954-12-31,3.028189176243881,0.0024381826037745066,2.299856761223945,-0.7971238333111667,5.286315656274615,19.220000000000002
1955-01-31,2.431934524757466,0.001644536005667524,2.375242102601569,-0.7186516778327733,5.323817636838244,19.022950819672133
1955-02-28,2.5498007833511602,0.0022021849490895438,2.1591163637002135,-1.0790460743573551,5.239599968105171,19.300645161290323
1955-03-31,2.2985968506172325,0.0015090298435075458,2.345530460598781,-0.8415058053792692,5.332271434417427,18.963809523809523
1955-04-30,2.5220952292143988,0.0022169944957761605,2.1182035881653785,-1.2149430366615235,5.2436271312796965,19.250625
1955-05-31,2.259723438233773,0.0015191048270914666,2.1544706001520004,-1.1986254670678147,5.266002793143325,19.126153846153848
1955-06-30,2.5052696131941516,0.007966620484152701,1.664992595947576,-2.032072589605962,5.115995924015033,20.02727272727273
1955-07-31,1.6238393278595185,0.00186064508548896,1.3760043624419642,-2.432654139545708,4.926601221856589,20.068656716417912
1955-08-31,1.8657640256944017,0.010720573024962848,1.839768986624274,-1.8801325272629805,5.24678561353734,19.81058823529412
1955-09-30,1.789467605152812,0.003728790359732429,1.8528424883525185,-1.8324668360404182,5.186578464819845,19.46086956521739
1955-10-31,1.971061268471118,0.0016897334979001665,2.3598461295868884,-1.1077232557065415,5.414240590035434,18.723428571428574
1955-11-30,2.543189632822213,0.002684172690570828,1.5896237787843535,-2.287977144519658,5.071545854854458,19.647887323943664
1955-12-31,1.9676521106397165,0.009305554027839757,1.7816740224815153,-2.1002398011682857,5.237310013462382,19.623333333333335
1956-01-31,1.7596844566539371,0.0025988583645556386,2.1981589519878892,-1.4788057072366405,5.3681366977819405,18.856438356164382
1956-02-29,3.0589136503112053,0.03236268173592551,2.6598790345950216,-0.9983502614757263,5.831815418687346,19.212972972972974
1956-03-31,2.3494615305501414,0.014943754592608495,1.5326649120664708,-2.6647835283971624,5.213752631012138,20.0192
1956-04-30,1.3381603693850066,0.0031186519889415598,1.3103199490535629,-2.9380055157859792,4.995973858692318,19.8
1956-05-31,1.452463845858519,0.0019314984758929232,2.194377141565819,-1.6306224373004627,5.402591941073568,18.73246753246753
1956-06-30,3.1563968543300165,0.03892709955838884,2.8080217938446492,-0.9273206258390277,5.946534957247322,19.02769230769231
1956-07-31,13.264680203514578,0.4709377172577373,14.73515675266725,14.098370050235278,15.229705503289392,19.522025316455696
1956-08-31,1.5731083544912303,0.001332644061645143,2.043243642056779,-1.9781054492734902,5.354080076318349,18.801000000000002
1956-09-30,2.2176333054357964,0.001827119933978315,2.9646052259283477,-0.6209999371443875,5.784280630326972,17.807407407407407
1956-10-31,3.099354507802383,0.0017211456355562384,3.0606528503290304,-0.5050568711447425,5.833553506394276,17.666341463414636
1956-11-30,3.4733379429793647,0.022253988191670026,3.450781136387321,0.06939951462728489,6.0589628878639905,17.5055421686747
1956-12-31,3.3470150908152316,0.00473649008854785,2.957685111203422,-0.7342439607460747,5.802054761264333,17.748571428571427
1957-01-31,3.1635792191639824,0.009454458840864433,3.653220617684552,0.3371906729688413,6.127595102798138,17.034352941176472
1957-02-28,3.7086474486626533,0.0028731820743546316,4.043285043227401,0.8771115282814366,6.301619171320599,16.548837209302324
1957-03-31,4.22158590087242,0.013688235979273706,3.988247013322839,0.8022989554819078,6.277518478539385,16.65241379310345
1957-04-30,4.475210795135788,0.060380248089657224,4.167302228514247,1.0618452680850752,6.469562793782918,17.044090909090908
1957-05-31,3.6126679782183686,0.006034962071017658,3.189406053913236,-0.4942673222877423,5.92667721053871,17.317752808988764
1957-06-30,3.3419512841463335,0.007831286319065916,3.4755730641398226,-0.05887787633800448,6.0645390624875715,17.026666666666667
1957-07-31,3.5335038074297174,0.0031657679503826978,3.4819245255002644,-0.06953645585515703,6.061966391893633,16.92659340659341
1957-08-31,3.8134067087776358,0.02037854404487788,4.453283338958604,1.4346697965134219,6.493599657395273,16.07608695652174
1957-09-30,5.315207007064107,0.1663713861152361,4.9485570935289696,3.2222293501754864,6.081690241767928,15.131612903225806
1957-10-31,4.456163277060634,0.3959903504868618,2.970278668991754,2.387374144080296,3.593282549044521,14.419148936170211
1957-11-30,2.3602753475937868,0.510543673930189,3.312981406861179,2.763078428387533,3.7237359871719984,14.557894736842107
1957-12-31,3.4614193918762832,0.5065487715996105,1.6024978409333177,0.9169952364865288,2.1027124387707956,13.917499999999999
1958-01-31,1.739809110127912,0.5107711312862824,3.7775313614800647,3.3237642117827377,4.125960107965229,14.350515463917525
1958-02-28,3.865335020048008,0.5167489622183246,3.0280124047466987,2.5275869139721983,3.4095295768120324,14.01795918367347
1958-03-31,3.3681427917218962,0.4814245659481802,4.6162073630384866,4.290446269023208,4.923068730562939,14.272727272727273
1958-04-30,4.674095064497283,0.4986043267471383,5.848181506374638,5.641767462492848,6.055735780247998,14.5008
1958-05-31,5.746660718841135,0.053867375690365316,5.602345952878772,3.2847835265379155,6.941614196755473,14.631683168316831
1958-06-30,5.538659805978294,0.0039680118591911345,5.201774608385808,2.4746062328731036,6.826990691394691,14.832941176470587
1958-07-31,5.2605368245574144,0.0015619006136811627,4.685709727502848,1.7057738536765712,6.594002734365441,15.200388349514563
1958-08-31,4.774391214922384,0.0012832680028028133,4.551562290089274,1.4946026405178372,6.528327219589306,15.274615384615386
1958-09-30,4.660254300113953,0.0028877378377222583,4.060326692843071,0.7124682131406465,6.307210264707298,15.661714285714286
1958-10-31,4.153125450063445,0.002079473746061901,3.8398407605777605,0.36752794716392734,6.204684971095876,15.800377358490566
1958-11-30,3.940924869467424,0.0011429471155846975,3.5486047291280514,-0.08166897539509543,6.06810277583366,15.990280373831775
1958-12-31,3.8488794290244868,0.01063248368845139,3.2050189139382055,-0.6842317250123193,5.9738570869292476,16.414444444444445
1959-01-31,3.132001329907365,0.0013785251366759232,3.0678706359341463,-0.8917181086516051,5.850660159342361,16.342018348623853
1959-02-28,3.1971384285878575,0.001344710024139727,3.102856159118031,-0.8690356259330336,5.8713197180362195,16.297090909090908
1959-03-31,3.231016639818461,0.001254966172230391,3.2274983333292386,-0.6917090623602992,5.933901314883276,16.18054054054054
1959-04-30,3.359572550205382,0.001134532980410839,2.8771954940444666,-1.253984709419609,5.772124673075673,16.428214285714287
1959-05-31,3.0224783809779785,0.001203267113328073,2.80934800758847,-1.3839806571095197,5.744873136212162,16.466548672566372
1959-06-30,3.162176079372986,0.010711079247421871,3.2154426229948534,-0.8309971316273118,5.993877201992927,16.295789473684213
1959-07-31,8.306772150217071,0.2598793184612904,8.57891003698147,6.3266697001140875,10.027874424084631,16.48486956521739
1959-08-31,13.869439114887882,0.5051959293515098,12.716190767026001,12.376754453292211,13.031235286072459,16.19896551724138
1959-09-30,10.10041801901852,0.3711141264517738,8.345088775987724,7.275588245245787,9.01806531530317,15.568205128205127
1959-10-31,7.54506875375988,0.3032670634123047,7.607608772202143,6.050729488568109,8.587347879093937,15.566440677966101
1959-11-30,4.699143272999475,0.05629859546262703,4.574703218215278,1.2034083741785069,6.709502277514535,15.596974789915965
1959-12-31,3.9830879718252277,0.0010760594279890137,3.6761391238488934,-0.19982324188245015,6.1699312806361695,15.712
1960-01-31,3.7962079083982108,0.0011608133089923058,4.8483722958153885,1.536989545171917,6.709033223882388,14.889917355371901
1960-02-29,5.149070884469724,0.04825500605646353,5.074909594833024,2.0575230600932017,6.782532365626384,14.882950819672132
1960-03-31,5.942584738442943,0.20056332899641174,5.7143196640228195,3.8411590133665516,6.778588145268094,14.602926829268291
1960-04-30,5.48217541217981,0.08809000219727957,5.556212097917699,3.1607707030614676,6.817635205667699,14.31967741935484
1960-05-31,5.617970064058865,0.12202965242595759,5.622054063374189,3.2744923430935664,6.896644161285695,14.504639999999998
1960-06-30,5.8647336489970465,0.1845398821482931,5.965033949061552,3.918255226268172,7.0957031973239495,14.587619047619048
1960-07-31,5.859713452814052,0.1514259226054407,5.732489670693926,3.6874395786670524,6.80623236948407,14.248818897637795
1960-08-31,5.816297709355976,0.18010999500173902,5.987231715849038,3.980077671196105,7.075950341255459,14.4196875
1960-09-30,6.268016737388534,0.23939559942076608,5.340480762348905,4.028874929394825,6.0148920140571285,13.750697674418605
1960-10-31,5.427376402746423,0.2331518816948973,5.299619476353821,4.0260190954723605,5.935954200481494,13.579384615384617
1960-11-30,4.482658012778463,0.411817372687355,6.003952110338917,5.486050641147135,6.3558621915557705,13.905343511450381
1960-12-31,6.092334228633356,0.5038818498718903,7.965229370311358,7.850383273297422,8.072330738358394,14.228181818181818
1961-01-31,6.007121563498178,0.11777517285019452,5.94799334752356,3.2511131429064624,7.471370486498445,14.680601503759398
1961-02-28,6.433547190604581,0.15676441498900273,6.498869928005853,3.902112178250587,7.996825001062305,14.890746268656716
1961-03-31,4.490787026627165,0.013200255897910114,4.157379179619589,0.46054334191886714,6.415861194409503,15.037333333333333
1961-04-30,4.074851930014317,0.0016132068954110967,4.079781670000165,0.3340426288511915,6.331294464071605,14.952352941176471
1961-05-31,4.178217969169183,0.0012351323412989402,3.8860721765188275,0.02291005532013976,6.241879784654218,15.053430656934307
1961-06-30,3.998951378806366,0.0011829519293173967,4.484244748077943,0.926071944104174,6.517985886789552,14.676521739130434
1961-07-31,4.581003758869808,0.0013998203952492268,4.2272350827512035,0.5336753133986035,6.406246711471557,14.81525179856115
1961-08-31,4.348417781122557,0.002779559206495579,4.034433108098144,0.2047564139671365,6.3165082571856965,14.929714285714287
1961-09-30,4.230446016526504,0.009043330414219957,4.561425160759713,1.0124792910475677,6.574481296115428,14.640851063829786
1961-10-31,4.56581846074192,0.0010456006581194602,4.248617589771045,0.5193389692485259,6.420261727232858,14.75492957746479
1961-11-30,4.36732433893329,0.002397548925131801,3.7884639145217287,-0.2057288866575799,6.205146587884416,15.025174825174824
1961-12-31,3.9068862444518633,0.0026487346140697007,3.9741846561092418,0.06196510985279377,6.294050287395124,14.905833333333334
1962-01-31,4.552832802278005,0.034488093871679684,4.972724626149133,1.6318831653582826,6.793629518632283,14.482758620689655
1962-02-28,4.759032005862681,0.0016858065887966735,4.552282319033235,0.9212220132234192,6.559789395004427,14.532328767123287
1962-03-31,4.649118857908534,0.0020126871056386103,4.802034841678516,1.2811004760868105,6.673434945851553,14.37795918367347
1962-04-30,4.887991281260419,0.001924162312701546,5.8693311945537205,2.945963300746917,7.181864527487984,13.746486486486486
1962-05-31,5.921037630910489,0.004124157527863498,7.175764706775925,5.017104874594529,7.851647553431311,12.95758389261745
1962-06-30,7.099668596876405,0.012484618540951363,8.132283438750983,6.842380382314241,8.59643648781407,12.1936
1962-07-31,8.328234083007896,0.001978860624891083,7.645171515206306,5.8100372895833505,8.177342892958212,12.611920529801324
1962-08-31,7.559451127273991,0.008652443055447937,7.383978896288429,5.466945712875193,7.944483266852909,12.697105263157896
1962-09-30,7.443403095430881,0.0030404743994719824,8.16525898595887,6.783621159408983,8.621837337129362,12.204705882352943
1962-10-31,8.106592855491352,0.005477933676391943,8.189656980056395,6.901277440791628,8.643617987555752,12.121558441558442
1962-11-30,8.20257875915937,0.0034683278988950836,6.914972995036162,4.7331622614403965,7.64380818336606,12.88490322580645
1962-12-31,6.9291303542807405,0.0056457716550136075,6.868634020930481,4.685591766893054,7.609758377496859,12.879999999999999
1963-01-31,6.891068935415734,0.004457606834418379,6.293298351285668,3.787316758522364,7.324134202864559,13.174777070063696
1963-02-28,6.326329995378989,0.0017647106433772354,6.734506509573477,4.461665323392455,7.539264412458818,12.910632911392405
1963-03-31,6.7580115323758685,0.001988719883622669,6.405879687457292,3.9733501275636893,7.373700065142091,13.061886792452828
1963-04-30,6.438066376942,0.0014566172177125844,5.879637463445672,3.162902397295623,7.118355886576524,13.318500000000002
1963-05-31,5.929590122695588,0.0015609238363879375,5.749563810844978,2.960780230910771,7.056446452777621,13.36695652173913
1963-06-30,5.812935416434979,0.002751927170742396,6.157608765339864,3.6026606337419684,7.2447210403946,13.136296296296297
1963-07-31,6.214796877483918,0.006578894076503517,6.337101338984674,3.890212477926379,7.32736198620855,13.026993865030676
1963-08-31,6.361609285547584,0.0015383843523878935,5.722620320075376,2.9250585964489373,7.030424678910001,13.318536585365855
1963-09-30,5.778839417179418,0.0019782646486734504,6.064700897782596,3.46832525791827,7.196189442969218,13.123636363636363
1963-10-31,6.1106411286254385,0.002140639019731943,5.82730785856804,3.1055747455600597,7.0851388398512345,13.227469879518074
1963-11-30,5.8801652899290495,0.0024530057921559726,6.066584521855308,3.478246647149418,7.193361053252293,13.087185628742514
1963-12-31,6.119566366140972,0.004241438881402711,5.93660482585903,3.2872599698745906,7.131964468175389,13.139999999999999
1964-01-31,5.975631480618011,0.0027153910614195072,5.737273459858601,2.957765073558826,7.028079316215709,13.22130177514793
1964-02-29,5.781244890683985,0.0014755706414844585,5.63499382020059,2.797030093555904,6.972623313337394,13.252235294117646
1964-03-31,5.697895758334673,0.0023187052277955636,5.5693634499932605,2.69447246507766,6.940613432173258,13.273684210526316
1964-04-30,5.617382893273575,0.001164786377233369,5.66717063878146,2.845840078057805,6.987568401824928,13.203488372093025
1964-05-31,5.736415783763649,0.0027728662896789615,5.607030851894225,2.7505729367876834,6.958465579361661,13.225664739884394
1964-06-30,5.663008392681256,0.002770074872938215,5.553447334216035,2.6670599002077644,6.931731156679262,13.237241379310344
1964-07-31,5.601695527836887,0.001454691871158953,5.420681894966671,2.461891015855109,6.865383793641655,13.280914285714287
1964-08-31,5.489975339228982,0.0019861068867741394,5.752817649502127,2.977563266437619,7.029828332530149,13.107272727272726
1964-09-30,5.829618138169666,0.0054461286590537185,5.53239434533849,2.6315463023422603,6.925211742632061,13.215593220338983
1964-10-31,5.723481614847641,0.019957186121474384,5.699420253402778,2.8961173428318845,7.031953775861114,13.18112359550562
1964-11-30,5.597526654234428,0.0011965324548206988,5.659390467346192,2.8235952959169834,6.980616321382911,13.107486033519553
1964-12-31,5.714672640456723,0.0011257159706094075,5.777733715998422,3.017191225138163,7.040255260031709,13.036666666666665
1965-01-31,5.832032692742797,0.0015083731162141246,5.402241195536334,2.4295928360586974,6.85477429781105,13.199337016574583
1965-02-28,5.4719728198390065,0.0016281866688147967,5.473167987891449,2.533163293323834,6.885606419953481,13.155824175824176
1965-03-31,5.533275788417338,0.0012621990643286393,5.782669615698446,3.0192357225525015,7.041797388563914,12.996065573770492
1965-04-30,5.848171209835256,0.003539870891436473,5.490351038698477,2.556893632711031,6.895267520920273,13.128260869565215
1965-05-31,5.533725195380088,0.0015657847885678841,5.703122247757491,2.8865163224985424,7.000342946738375,13.007351351351351
1965-06-30,5.763232836099229,0.0023458511636687074,6.591589590947952,4.281228850805496,7.435605774867442,12.581935483870966
1965-07-31,6.621903547333778,0.0013626038085753855,6.500321623957986,4.1424535562107385,7.38954006653908,12.606417112299464
1965-08-31,6.530489051422937,0.002443717684489992,6.2249499517272575,3.7309335058039155,7.250685672274705,12.713617021276596
1965-09-30,6.266343635128087,0.0026189602469305186,5.941874164994731,3.2990417851667653,7.11191906500843,12.827936507936508
1965-10-31,5.982899237373878,0.0011379514030837015,5.69142280230864,2.8893468021913558,6.983698255599363,12.924631578947366
1965-11-30,5.749842445926473,0.0015354859514427656,5.817696250353055,3.0975395558311427,7.0472431461796186,12.855078534031414
1965-12-31,5.866345647908891,0.0010913154333495178,5.793939832349083,3.0619874113699397,7.035253293016738,12.85125
1966-01-31,5.849196755953999,0.0017518296669977644,5.8172528492777325,3.097766879960518,7.045765253067425,12.829430051813473
1966-02-28,5.864808026358406,0.001223579459113442,6.098113463811896,3.5441303959743355,7.184778155597307,12.688453608247423
1966-03-31,6.142206700553441,0.0012027712754121849,6.5677962730238555,4.270522616782611,7.415206568311502,12.468923076923076
1966-04-30,6.598853595974771,0.0062966823596895425,6.385907763276144,4.018688454652036,7.31632645873961,12.536326530612245
1966-05-31,6.411862758477371,0.0022810612045314877,7.268139449208473,5.425424512868612,7.812133467206207,12.12791878172589
1966-06-30,7.277839004526291,0.0017804854278457168,7.547541100850244,5.893095379254305,8.01581408175363,11.979393939393939
1966-07-31,7.5477697871437215,0.0015652110149597931,7.828592369152673,6.407475613777663,8.251923591114194,11.820904522613066
1966-08-31,7.818375408449857,0.0016484174133353335,8.894079899441538,8.169981233469024,9.396781993478582,11.287199999999999
1966-09-30,8.74143291968036,0.00803890581039934,8.985133147269691,8.275586537025347,9.497967353847859,11.16776119402985
1966-10-31,9.05183695495399,0.002313524784847942,8.628418647528694,7.881578794156121,9.093494658895482,11.341782178217823
1966-11-30,8.545679626970056,0.005930604825859005,8.463121958426226,7.693292366981126,8.909210906245425,11.368669950738918
1966-12-31,8.474347998890964,0.002856769811754438,8.548408453411687,7.820703202664811,9.006462321618883,11.320588235294116
1967-01-31,8.530677455657097,0.0017758549310619006,7.611924624395078,6.202933740453366,8.02658600831389,11.742439024390242
1967-02-28,7.362637645852252,0.08248590847864447,7.368313961028155,6.187062406178958,7.734460949040815,11.730873786407765
1967-03-31,7.44165092391332,0.056407817484642055,7.2242613781974345,5.706235237623929,7.698955136024111,11.905507246376812
1967-04-30,7.177737117625302,0.013936623906527388,6.770148428155326,4.888475006200032,7.4599541328815295,12.072692307692309
1967-05-31,6.851670111874118,0.025421598082749432,7.374470363172869,5.941081199664043,7.806436855288208,11.766315789473685
1967-06-30,7.399823986539049,0.003923484216467288,7.166468176947356,5.528903810772853,7.67873573697917,11.847999999999999
1967-07-31,7.17858569551846,0.004406567125241012,6.640477959689379,4.710023644692981,7.377986738243679,12.052322274881519
1967-08-31,6.649865967284539,0.0011731078752621768,6.851403272878058,5.040980897501221,7.483629891799193,11.94509433962264
1967-09-30,6.894483749610803,0.007277811523237994,6.558743595128197,4.582533125212304,7.3321146566096145,12.064225352112675
1967-10-31,6.572158511989751,0.004746243755243588,7.059557666942415,5.398751929655345,7.60085618932332,11.834579439252337
1967-11-30,7.068214199810138,0.0010719967154822505,7.09807976516079,5.459970157442032,7.624381913793908,11.800186046511627
1967-12-31,7.112079124063259,0.001530196933696195,6.772088252842896,4.9507523159718625,7.434856376906521,11.915
1968-01-31,6.904396789458413,0.028535766152160157,7.381694492625746,6.05027371039302,7.792123844900589,11.63557603686636
1968-02-29,7.425780597889653,0.001386509279724222,7.967079180588585,6.982799938448932,8.354735032715501,11.375779816513763
1968-03-31,7.9443994471119925,0.002954259982816294,7.997572376918945,7.073032146943471,8.388745037605078,11.334794520547945
1968-04-30,7.960605313720293,0.00673425566370062,6.936760307775365,5.287625672736816,7.51633950851049,11.776909090909092
1968-05-31,6.9366645923805175,0.0015438497249209734,6.701640265374598,4.909340125176899,7.385236764555919,11.847420814479639
1968-06-30,6.730841968818751,0.0019393054351074448,6.710991178633393,4.930623539865916,7.389576333876294,11.831351351351351
1968-07-31,6.737371620278086,0.00207670504181678,7.1830186791936645,5.707968636388928,7.664552554206903,11.631928251121076
1968-08-31,7.194611360475397,0.002138827659510969,7.096647568275564,5.575902608078352,7.604839304804689,11.651785714285712
1968-09-30,7.110109246358265,0.003034115960064488,6.643895889948573,4.849108534668626,7.349135217045714,11.814933333333334
1968-10-31,6.669842443737586,0.003045984723826172,6.687321017146532,4.927674502581814,7.3715985784462505,11.78495575221239
1968-11-30,6.706407709450883,0.001480007449670134,6.0210168549308465,3.8658329869627446,7.026162181174239,12.020088105726872
1968-12-31,6.069031219766935,0.0017487894525109351,6.69180995597751,4.937900391571918,7.3722853562907265,11.76
1969-01-31,6.716859258318854,0.001288744310042186,6.965202869405742,5.38884888760831,7.5222970346526905,11.643144104803495
1969-02-28,6.9828611013922846,0.0017273197081457336,7.808728707597795,6.801882107603856,8.186229103407168,11.287826086956523
1969-03-31,7.797965823439721,0.0021059938383114346,7.559473786383649,6.375179555184716,7.943311361582844,11.376103896103897
1969-04-30,7.554350936680929,0.0035475699607028168,7.449765228964032,6.214353776562757,7.853135193257174,11.402586206896553
1969-05-31,7.45408703948536,0.00294172718225788,7.5452913601337865,6.380700267335684,7.927932597926396,11.348497854077253
1969-06-30,7.544483470218882,0.0032813907890149215,8.520722025103836,7.959029825881735,8.974194411224206,10.931794871794873
1969-07-31,8.511041374720254,0.0015655766901278912,9.649791226197946,8.674301613623914,10.2867743464482,10.527829787234042
1969-08-31,9.560836086477893,0.0030298394253514193,8.980089329822675,8.316070111280771,9.499298091232976,10.721186440677965
1969-09-30,8.899202364281688,0.005988935254024558,9.446805191673223,8.52419500373191,10.060412727804238,10.52506329113924
1969-10-31,9.4188927697796,0.004230157996548458,8.791135299044548,8.187833692548793,9.287584458921243,10.735966386554622
1969-11-30,8.36152727279842,0.041682969945745635,8.842656270535679,7.99467160439402,9.424679717223283,10.500753138075314
1969-12-31,9.242904736583785,0.012359760074644562,9.724595357425972,8.573290926053701,10.464628261488645,10.3255
1970-01-31,7.814590298139571,0.11486788888169516,8.01046846254814,6.571442464772269,9.08851532809893,9.87933609958506
1970-02-28,9.972541851226682,0.04179046068949105,9.605337225041852,8.235949909250046,10.538979962850567,10.092892561983472
1970-03-31,9.91952853445329,0.02312439466194695,10.170722807595581,8.633419192399767,11.238535155801102,9.999012345679011
